movie_id,reviewer,rating,content,time
1293172,单线程青年,5,不偏袒的好片儿！一个进自己原来的宫殿还要买票的皇帝。,2008-03-24 09:06:17
1293172,囍夭夭,4,所有的离开你都赶不上，所有的门你都打不开。所有的人都是撒谎者。,2010-06-05 22:48:40
1293172,Over5,5,有史以来一部最地道最出色的中国电影，居然，Made By Italian～,2007-02-24 00:14:41
1293172,托尼·王大拿,5,"尽管看一群中国人在屏幕上讲英语很是奇怪，但不能否认这是部出色的电影：它与国家无关，与王朝无关，这只是一个渴望自由却不得的人的编年史；""门""的意象被反复提及，寓意溥仪被禁闭的一生；贝托鲁奇娴熟的运镜，要人命的广角自然光，美妙的配乐。",2011-03-21 16:43:30
1293172,疯眼穆迪,5,我觉得对于一个外国人拍的中国人物传记来说，它最可贵的不是那些对比强烈的色彩和镜头，而是他的态度，他对这个人物的理解，他并没有评判什么但是他把故事默默地摆在那里，到结束，你会一时觉得心情复杂，而且更重要的一点是，电影里不仅仅塑造了溥仪一个角色，而是通过细节也讲述了围绕着他的一些人的沧桑，这对于一个外国人来说，我觉得异常珍贵。虽然还是有些次要人物显得有些脸谱化，呵呵。。。CC版本，3小时38分。。。,2008-04-09 16:30:40
1293172,西楼尘,4,他痛哭流涕追阿毛、失魂落魄追婉容，但始终追不回那昔日辉煌的时代。他反抗太监偷窃文物、反抗日本傀儡操控，但终究反抗不了自己跌宕唏嘘的命运。他做了一辈子囚徒，在紫禁城在满洲国在抚顺管教所。终于买了张观光票，在赤色余晖中蹒跚进入太和殿。须臾一世，只有那皇座下藏着的蟋蟀，还认得他是帝王。,2017-08-06 23:17:39
1293172,影志,5,极致的美，极致的伤。音乐太灵，画面太精，原来早在1987年，外国导演就早于《活着》《霸王别姬》把20世纪中国历史拍的如此炉火纯青了…“我从未和家人分开过” 额娘，阿嬷，婉容，庄士敦，溥杰，皇宫…溥仪的一生都在告别，跟亲人，跟时代，跟历史，身不由己。@上海国际电影节 4k修复版,2015-06-20 18:33:54
1293172,Q。,4,溥仪只是那个大时代里一个无法左右自己命运的小人物，注定在历史洪流中成为悲剧人物。……贝托鲁奇并没有洋洋洒洒的去讲溥仪的故事与中国的历史，而是选择了一个独特的视角来看待末代皇帝的人生。只是……紫禁城太监还有皇帝与皇妃在后宫都是一口英文……★★★★☆,2010-07-18 20:54:24
1293172,同志亦凡人中文站,5,贝托鲁奇镜头下的中国始终是存在于他想象中的红色国度。电影拍得过于西化了，但讨巧的用溥仪的命运承载了近半个世纪中国的变迁，进而阐释人与命运对抗的古希腊悲剧主题。如果说人的一生是不断失去的过程，溥仪无疑是失去最多的，因为他曾经拥有整个中国...,2012-06-25 22:33:44
1293172,周游雪场,4,喜欢尊龙。他把溥仪演的太好了。事实上溥仪哪里值得那么多同情呢，他的一生在不幸中成就了大幸，在那个乱世里，他比几乎所有人都过得要好，过着国宝大熊猫的生活。他做错了的事，有人代为受过。他没有的气节和美感，还有人演出来赐给他,2017-12-31 00:37:07
1293172,Mignon松弛地,4,作为一个外国导演不可能拍得更好了，但我是一个中国人。,2008-07-14 21:05:09
1293172,木卫二,5,这不是你的错……这真的不是你的错。或许隔着银幕来看，溥仪的人生遭遇令人唏嘘，然而，比起前朝旧史的末代君王们，他这个退位皇帝已经算是得善终了。,2006-04-15 17:42:11
1293172,邓安庆,5,太寂寞太寂寞了，这样一个孩子从小到大都是寂寞的，好不容易有一点儿亲情、爱情、友情，很快都被剥夺掉了。他因为寂寞而衍生出的种种行为都挫败了，最终给他带来更深的寂寞感。这也是看了这么多遍，依旧这么打动我的地方吧。真是从一开始音乐一起就难过得不行。,2016-04-23 16:05:15
1293172,南笙,4,26岁的陈冲真是美得叫人目瞪口呆,2013-01-07 22:57:44
1293172,A-sun*,5,"光影，音乐，及每一个具有寓意的表现手法都不用再多作笔墨褒赏，极惊讶导演对溥仪这个人的解读以至于成就这部电影所呈现的态度，把整个故事说完，尔后留观者独自在唏嘘。那个关于""门""的意象完全表现了溥仪近乎悲剧的一生，作为一个小孩，他却自幼被禁锢;作为一个皇帝，却沦为时代的牺牲品。",2011-05-23 02:30:54
27060077,根,4,肯德基年度推广大电影,2019-03-01 14:36:16
27060077,JulyChan,未评分,我这个鄙俗粗蛮的小可爱就要撬开您那森严优雅而又防备的世界。,2019-01-14 12:47:12
27060077,同志亦凡人中文站,4,肤色、阶层、性格和性取向天差地远的两个男人，因为音乐而结缘，因为公路旅行而成为一生朋友。有时候才华并不够，还需要勇敢，推倒心中那面墙才能开门见山。电影就像一颗绿色小石子，投入黑白分明的美国社会，激起轻小而美丽的涟漪。虽然有刻意营造的温暖感，但我就是愿意买单~！,2018-12-07 13:36:05
27060077,LOOK,3,2.5  拿着编剧指南手册写出来的剧本，套路又套路，配方又配方。莫滕森演得是很好，但一看就不是意大利人。,2019-02-20 22:44:32
27060077,西楼尘,4,赶走偏见不是靠鸣枪，赢得尊重不是靠拳头。为了如厕宁可折返，为了用餐甘愿罢演，受到霸凌不视为侮辱而视为考验，受到恩惠不视为荣耀而视为耻辱。南方劳作的黑奴看到路边的他衣冠楚楚，如同一个预言。一家上流餐厅，一间宽敞厕所，一个高档试衣间都没能容纳下的东西，却装进了一方绿色车厢，勇敢上路。,2019-02-24 22:23:33
27060077,影志,4,“世界上孤独的人都害怕迈出第一步” 从最开始的矛盾抵触、到被迫站到一边慢慢调和、甚至最后的惺惺相惜，这不是一趟抛开歧视的旅途，而是两个孤独的人从彼此身上看到另一个世界，一个更真实的世界。纵使有太多不同，种族的、阶层的、贫富的，都可以在这一场春风化雨、淡入心灵的结伴同行中，化干戈为玉帛。“爱上你是件毫不费事的事情”、“如果我不够白，也不够gay，又不够男人，那么你告诉我，我到底是谁”…唐·谢利为托尼口述如初恋般的情书，托尼教唐接地气的吃鸡，并在小镇里彼此解围，最伟大的友谊不过如此。根据真实故事改编，可爱精致的友情小品，美国版《触不可及》，今年奥斯卡最佳影片锁定它了。“谢谢你把丈夫分享给我”,2019-01-13 22:06:44
27060077,亵渎电影,4,这部电影的厉害之处就是剧本扎实，在人物塑造和细节上非常出彩。这趟一路向南的旅程到最后也不能让Dr. Don Shirley证明自己在白人心中的地位，他身陷孤独境地也没人帮得了他，除非他自己跟自己和解，自己去完成一场关于自我的救赎。它并没有刻意说教的去讲什么，但每个人都能从中看到不同时代某些群体的遭遇，不仅仅是黑人和白人这么简单。这部电影的主题正如片中那句点睛的台词所说的，因为天才还不够，唯有勇气才能改变人心，而这就是一部关于勇气和改变的电影。虽然是非常套路化的公路片，拍的却是异常的温暖，剧本非常加分，应该会拿今年奥斯卡的最佳原创剧本吧。★★★★,2019-01-14 16:20:07
27060077,陈大希,5,让人印象最深的片段是他们的车在南部的乡间小路上抛锚，和田里劳作的黑奴对视的那一幕，无声却发出巨响。,2019-01-13 11:39:48
27060077,谢飞导演,4,完成度很高的公路喜剧片，亮点在于人物塑造完整和细节使用精彩，剧作与表演堪称杰出。创造灵感来自于真人真事，为表达主题做了艺术虚构与夸张，听说真人的后代对此有意见及争论。艺术作品不是历史，我以为无可厚非。,2019-02-07 09:43:20
27060077,朝暮雪,5,"肤色对调版《触不可及》，一场跨越美国的公路之旅，更是一场跨越种族与肤色、身份与阶层的人性之旅。
所有下属都对唐毕恭毕敬，唯有托尼把他当普通人对待，给他吃炸鸡、对他说出真实想法。
不把他当成黑人，才是真正不歧视他的表现。
另一方面，唐又受到外人的歧视和侮辱，他始终忍气吞声，低声下气。
听他演奏的观众可以在餐厅吃饭，而他作为表演者却不可以。
正是托尼教会他反击，教会他为自己发声、捍卫自己的权利和尊严。
在所谓“高级的、尊贵的”场所受到不平等待遇，反而在“低端的、卑微的”黑人酒吧获得尊重和支持，实在太讽刺。
天才是不够的，唯有勇气才能改变人心。既然他都不考虑你的感受，你又何必照顾他的情绪呢？
忍一时得寸进尺，退一步变本加厉。暴力不能让你赢得什么，但懦弱永远都是输家。
正面对抗生活的恶意，才能战胜恶意。",2019-01-17 11:49:44
27060077,桃桃林林,4,属于那种轻松又好看的电影，故事也比较简单感人。整体还是公路片的方式，借旅途，将这两个不同肤色、不同阶层、不同文化背景的人，联系到一起，从固有的印象到逐渐和解。我们愿意相信这样的故事，是因为，我们希望人和人之间真的能保有起码的善良、理解和平等，这是种美好愿望。包括为黛西小姐开车、触不可及等片子也都是如此。,2019-02-20 13:52:16
27060077,Rocrw,5,绝对是今年tiff我看过的最有意思的一部电影，全场笑声掌声就没停过。节奏欢快，情节有趣又不失深度。V叔扮演的来自Bronx街头的意大利裔司机和Ali扮演的受高等教育的黑人音乐家碰撞出令人惊喜的火花，二人从纽约一路向南巡演，然而越向南种族歧视也越来越严重。导演用一种巧妙的角度向观众展示了当时的不公以及音乐家内心的纠葛。尽管他从小就在不同的重要场合表演，然而最尽兴的一次却是在圣诞前夕的一个黑人小酒吧。他最终选择了为自己发声，不再对歧视屈服。结局温馨感人，着实是一部好电影。,2018-09-12 08:48:30
27060077,StarlightRiver,5,"Mahershala說片子里某個根本不會被人注意到的佈景里的某塊石頭或許就是V撿的。他說V在拍攝的時候，一直留心撿很漂亮的石頭，撿到了就拿給導演說：看，把這塊石頭放在背景里會有多好看
說到電影里的部分，他可能增肥了有二三十斤，從來沒見過他有那麼大的肚腩（現在似乎已經減回來了）。今天在看V表演時，大部分的時間，我忘了他是Viggo，他就是那樣一個沒文化又油滑、滿嘴跑火車的司機。
僅僅偶爾偶爾有幾個他不說話、只抽煙的鏡頭，鼻孔一噴白霧，就那麼一瞥，卻還像是十幾年前、《東方的承諾》里那個冷酷無情的殺手。
今天導演說He’s a great person before he’s a great actor. 這麼多年了，還是一直一直都沒變啊。",2018-09-12 18:49:33
27060077,frozenmoon,4,从某个角度去看，种族题材是皮，身份认同的探讨却是瓤，或者，换句话说，身份认同是另一种内化的、更加深层的种族疑惑。这种疑惑也被分担在了司机身上，那个白人司机也是移民，来自于意大利，他与黑人成为了一种怪异的镜像，他爱吃“黑人的食物”，对电台中所有黑人歌手和流派如数家珍。音乐家是被家人和环境要求努力成为一个内在的白人，他是被外力篡改的，而司机却是随性的，自我的。有人从粗俗变得文明，而有人从文明的桎梏中解脱重获自由。原本的主仆变成了彼此的师生。矫正是意外降临的，润物无声解放彼此。,2019-03-15 13:47:23
27060077,外出偷狗,5,你知道这个故事要讲什么，你也知道这段旅程会经历什么。你明白这其中并不会触及什么过于深刻的东西，却也展示了许多直白，你明白身份是每个人无法避开的东西，也知道相互理解是多么难得。你会自然地喜欢这些描写得并不太像真实人物的角色，你会跟着那些好笑或其实并不太好笑的片段笑出声来。或许也只是将发笑作为第一反应来化解或掩藏其他的感受。你知道故事和片名说的绿皮书关系其实不算大，你也大概没有想到自己会喜欢这部影片。,2018-12-09 23:45:34
26580232,Enigma,5,其实这种多重反转的电影很容易bug频出，但是这部完成度太高了，质感和小细节都相当漂亮。导演对后半程的解密把控地相当出色，直接让观感上升了一个level。西班牙的悬疑片总是给人惊喜。（猜到反转并不是多了不起的事，请不要在悬疑片短评区剧透好吗，靴靴。）,2017-03-20 19:12:01
26580232,影志,5,现在能有意外结局还让人颠覆的故事，真的很难得了。结局半小时的反转再反转，能自圆其说，能刷新认识，能大呼过瘾，对一部悬疑推理片来说已经完成的相当漂亮。不会苛求太多，这样的故事和设定已经满足。,2017-03-25 23:15:50
26580232,Andrea,5,好看，强烈推荐。问题是如此重要的辩护人竟然不是当面引荐的。,2017-03-24 23:00:56
26580232,frozenmoon,4,律师是假扮的这个梗其实倒是不难猜。不过这不是重点。重点在于“叙述”和“真相”的关系。在缺乏物证链条的基础上，男主的每一次叙述其实都是自洽且成立的，但或许也都不是真的。这一点才真的引人深思。我们所认定和掌握的真相，又有多少是被叙述掌控的呢？,2017-03-28 19:37:50
26580232,Indecent time,5,“男主玩家的言论真是无懈可击，可惜我是预言家，你已经被我查杀了，你自爆不自爆”,2017-04-25 23:43:43
26580232,大島,4,西班牙人太热情了 在我们这房间里叫破喉咙都没人理的,2017-09-04 22:23:42
26580232,Panda的影音,5,2015年看的《罪恶之家》，2016年看的《完美陌生人》，2017年看的《看不见的客人》，共通之处就是利用剧作上的巧合和人性的叵测，将一个充满黑色悬疑的精彩故事有条不紊地讲述出来，虽然过程中猜测出女律师古德曼的身份，但劳拉却没像预测那般来个《大卫·戈尔的一生》式自我救赎……人言可畏亦难信？！—— 2017.06.22 上海 和平影都（ATMOS厅）：作为一部充满各种细节说辞的犯罪嫌疑片，本片确实编排得相当出色，但为了让故事得以顺利发展，逻辑上难免会有一些不够说服我的小不足，但整体还是编排得相当精彩……然后电影院的放映设备也更能让我注意到制作上的用心，声效够大，座椅都有震动，挺带感……,2017-03-24 23:32:21
26580232,обломов,3,比较一般，如果男主是策划一切的人，他根本不会如此相信一个素未谋面的人,2017-03-23 21:07:40
26580232,天朝小蚂蚁,5,让观众最难忍的是，当得知自己儿子没有死并被推下湖的时候，这位妈妈忍住了,2022-10-23 19:05:39
26580232,文泽尔,5,调度上有种将阿加莎小说当代化的直感 谷仓之冰和密室的三重解答亦是对黄金时代的致敬 拍推理片需要的是娓娓道来 不急不缓的叙述 以及临近收尾时暴风骤雨般地揭晓真相 本片都做到了 虽然对于非脸盲症而言这个最早来自莎士比亚的诡计略显累赘 讲义系列若拍成电影 要的也是这种感觉,2017-03-29 17:54:02
26580232,jiyun,5,记得拉窗帘！,2017-04-02 21:35:24
26580232,喜悦之地,5,2016最佳，好久没看这种过山车式悬疑片了,2017-03-22 13:59:53
26580232,子酉,3,一部片检验脸盲症发病率。,2017-03-26 13:44:35
26580232,亚比煞,5,精彩的本子。最后的反转倒不难，难在多重结构的编织，对话环环相扣，很不好写，特别容易出bug，这个编剧完成的很漂亮。,2017-07-12 23:06:28
26580232,Fornever,4,好看。另外建议豆瓣给「我看了七分钟就猜到结局」的观众准备彩蛋，他们是推动电影业进步的动力，值得满屏掉落大拇指。,2017-04-02 16:44:27
1306249,寂地,4,"哈哈哈.其实我是周星星FANS,心情不好看他的电影会边开朗.这个看了好多次了.一群人一起看最好玩.",2006-01-03 08:46:29
1306249,大头绿豆,4,电视上常常重播这部，真奇怪。,2005-09-12 20:11:20
1306249,missfaye,4,小时候看一次笑崩一次,2005-12-13 23:14:43
1306249,犀牛,4,"只为了“比比谁惨”那一段，就已是经典。
还有FLASH的经典《阴天》版，",2006-03-17 22:25:37
1306249,趙小漁,5,可以忽略秋香……,2008-05-23 21:46:28
1306249,要早睡啊minami,4,N遍,2009-03-27 22:15:15
1306249,enthusiast,5,经典中的经典,2006-04-22 02:56:54
1306249,老鸡｜扶立,4,就是搞笑,2008-01-10 16:54:33
1306249,粉堕百花洲,4,百看不厌，巩俐戏路很宽的，从粗糙农妇到霸气皇后无违和感，秋香这样的角色也能胜任。,2018-04-02 16:46:26
1306249,momo,5,老少咸宜的经典喜剧。巩俐好美啊。,2018-03-06 18:33:00
1306249,多看电影爱电影,5,周星驰鼎盛时期的电影没啥好说的！全五星好评！另外，还有彩蛋，萱萱有演秋香的侍女。,2017-03-01 09:51:42
1306249,东方既白,5,别人笑我太疯癫，我笑他人看不穿。不见五陵豪杰墓，无花无酒锄作田。,2018-04-03 08:45:14
1306249,朝暮雪,4,20年前的喜剧片不仅仅是喜剧，还有深度。,2012-08-18 01:45:18
1306249,焰熠,4,蟑螂因为这部电影从此别名小强。还有阮琼丹真是为星爷奉献了多少次丑角 不开心的时候就来看。看完心情超好,2018-04-08 13:32:12
1306249,欣欣向荣,4,周星驰的电影都很好看，也可能是配音好，周星驰的御用配音我感觉真的加分不少。,2018-03-10 10:28:43
2353023,THE M,5,哇哇哇好看 那龙的原型绝对是一猫,2010-03-28 23:33:23
2353023,玻璃被子,5,我觉得今年其他的动画片可以不要演了,2010-03-29 07:03:20
2353023,with,4,和谐的生活离不开摸头与被摸头,2010-05-18 20:31:14
2353023,shell ❤ キリンさん。,4,妙蛙种子龙。。呜哇,2010-03-29 00:22:19
2353023,影志,5,“和谐的生活离不开摸头与被摸头。”《驯龙高手》的优秀足以证明皮克斯动画并不是不可超越。,2010-05-18 21:25:00
2353023,哪吒男,4,这根本不是驯龙，这分明就是谈恋爱！,2017-01-23 14:50:01
2353023,Yolanda,5,没牙的本质是只狗,2010-05-30 19:24:23
2353023,Q。,4,虽然没有皮克斯那么有深度，故事情节也略显老套，但是好的电影就是能让观众沉浸其中，不管是用画面用音乐还是用其他的。错过档期没去电影院看3D只能说是一种遗憾，还好720p的效果也十分的赞，这应该是我今年到目前看过最好的一部动画片。★★★★☆,2010-10-05 04:56:57
2353023,TORO VAN DARKO,4,90分钟绝不冷场愉悦刺激的观影体验！3D技术的进步更是锦上添花~恰到好处的笑料，让人爱不释手的角色，精准传达的主题，精彩的动作场面，都是此片绝对值得推荐的理由。遗憾的是仍有缺陷，使影片仍算不上完美。,2010-04-02 04:12:55
2353023,张小北,4,自《阿凡达》之后最愉快的3D电影观影体验。,2010-05-16 01:25:04
2353023,tintin76,4,剧情有点颠覆，台词狠搞笑，3d可要可不要,2010-03-18 11:08:45
2353023,江尹,4,好看，就是男性第一性女性第二性的细节太多了,2023-11-21 18:54:47
2353023,Doublebitch,5,“没牙”真可爱呀真可爱~,2010-04-16 21:32:35
2353023,宁宁,4,动画还是要看梦工场~,2010-03-30 12:06:26
2353023,spencer,5,酷酷的小龙外表下，是一只大型宠物犬的个性。,2010-05-14 22:41:35
1303037,影志,5,“妈，同性恋的人能够在各方面合得来凑合在一起生活，非常不容易。所以我跟赛门都很珍惜对方。” 李安总能在边缘和传统之间找到恰到好处的平衡点，然后双双将我们击溃。,2005-11-09 04:58:09
1303037,劳永逸,5,父亲在片尾过安检的时候最终还是举起了双手。,2011-06-09 20:31:58
1303037,ryanking1219,4,这片在20年前是多么得前卫出格阿！！,2012-11-23 22:07:48
1303037,米粒,5,李安那句酱油台词太霸道了，大家都没捅破的窗户纸就这样被他。。。可能是编剧有外国人的缘故，台词有点心灵鸡汤啊，不过一切都很完美，喜欢归亚蕾的表演，赵文瑄也确实巨小受哈哈哈。爸爸才是终极boss，不要小看爸爸！懂外语就是王道啊~~~感人的好片,2011-09-09 12:51:53
1303037,小V,5,看到房间号1069我的玻璃心碎了一地...,2012-11-24 01:06:28
1303037,放开那个浪味仙,5,李安总是善于在西方的文化背景下表现中国文化的细枝末节。被放大致喜剧形式所表现的那场中国婚宴，反讽了中国文化中对于性的压抑…而中国最传统的家庭、家族理念，也在这一场假结婚的风波中进一步深化。隐忍的情感，家庭中的冲突，最终在爱与理解中得到化解。接受了一切向前走，这终是一场喜宴。,2011-10-21 16:38:23
1303037,黄青蕉,5,李安自己在里面演路人甲划重点敲可爱！“让你们见识一下中国人五千年的性压抑”哈哈哈哈哈哈,2016-06-10 00:07:21
1303037,Connie,5,赵文瑄处女作这个程度，让人惊叹,2006-01-18 22:02:21
1303037,核仁烤排骨,2,这一家人能不能放过女人啊！！！五千年性压抑的结果就是无限压榨女性吗？！他爸骗婚也就罢了居然还想骗两代人，说什么装傻才能抱孙子呢恶心死人了！！热评有事吗都？结婚是为了繁衍后代？？下次给你安八个子宫让你同时给八个gay代孕这福气你要不要啊？理解当时创作环境不能对骗婚有太深刻的理解但不好意思新时代到了我就要去批判！！都说性向是天生的弯的既然不可能直那我希望各位还想着骗婚代孕的gay想明白了老天爷给这个性取向你就注定断子绝孙永远别再变着法的想着打女人子宫的注意！！,2021-02-07 07:48:24
1303037,打蚊子的科学家,5,能把直男变弯，弯男变直的好片子。。。,2012-11-23 20:51:37
1303037,哪吒男,5,《喜宴》最好的地方在于拍成了喜剧片，而且真的能让人笑出来，如果板着脸讲这个故事，说不定就味同嚼蜡了。这么多年李安对于乖乖仔的审美一直都没什么变化，从赵文瑄到托比·马奎尔、王力宏和比利林恩，他就是喜欢五官深邃且人畜无害的大男孩。,2016-11-12 01:23:42
1303037,A。,5,昨晚看李安的采访，他说「在变化得太快的社会中，孝道该何去何从。人好像只能去接受和追赶这些变化，其实是很无奈与惆怅的。」家庭三部曲终于看完，这部编剧太妙，如果说「饮食男女」是在调和传统伦理与烟火世俗，那么这部则在调和中西、以及传统与现代的文化。PS：李安那惊鸿一瞥的客串。,2012-11-16 11:34:43
1303037,冷梦云,2,"我只想问男同胞们，你们喝醉酒了以后硬的起来吗。。。酒后乱性搞大了肚子的梗想想都恶俗
顺便：在90年代初敢跟有过同性性行为的男性无套内射，这女主我也是不敢不佩服啊",2018-02-17 03:30:15
1303037,张佳玮,5,越看越佩服归亚蕾。其他角色性格分明，她却简单没秘密，隐忍柔和，连接所有人；很难演，她却演得服帖，结合《饮食男女》《大明宫词》看更有奇效：麻辣梁伯母，酷炫武则天，您怎么给该死的老朱和男宠张易之当上贤妻良母啦？？,2018-04-13 12:58:04
1303037,小M,4,爸爸肯定也是gay的嘛，多明显啊~Simon是多么理想化的同性伴侣啊！金素梅太像叶童了~我喜欢李安这个系列的电影，很回味~还有赵文瑄实在是太帅了！噢，薛绍~,2009-12-23 17:06:22
3792799,荔枝超人,4,没想到2010年还能看到这样的电影，感到很幸福。,2010-03-25 23:10:06
3792799,麈生,4,當你發現時間是賊了，他早已偷光你的選擇,2010-04-18 18:02:06
3792799,Santa Evita,4,本来只觉得是个俗套又滥情的故事，特别不明白为何要以哥哥死于血癌当主线；直到看到相关报导，才知电影是导演自传，情节基本全是真的：小男孩就是导演自己、鞋匠夫妻就是他父母、他哥哥真的早逝了。于是我们知道了这故事的后续：那小男孩长大后当了导演，让全世界都知道他有过这么一个哥哥。,2015-04-24 17:25:50
3792799,离,4,每个人都有一场被岁月偷走的记忆。眼泪流了那么多，但丝毫不觉得煸情。节奏虽慢，但不琐碎。很喜欢李治廷的表演。这一场感动，来得无比自然、真实而朴素。难一步，佳一步。一步难，一步佳。有这样的爸妈，我们难道没有理由看得见天空中同时出现的两条彩虹吗。另，海报上明明不可以少了李冶廷的份嘛。,2010-03-25 00:08:48
3792799,Doublebitch,5,弟弟偷了能偷的一切给哥哥，可哥哥被偷走的却是生命。,2010-04-11 13:20:19
3792799,木卫二,4,哥哥倒下到弟弟接力的精英回首，父亲的道别和母亲的无奈，隔一层玻璃观看的热带鱼和上世纪60年代的深水埗,2010-03-24 10:16:49
3792799,痰盂猛鬼,5,突然觉得吴君如如此美丽.,2010-04-02 17:33:52
3792799,艾小柯,3,老演员表现非常精彩，新生代与小演员则一塌糊涂；布景与摄影都很粗糙；台词过分直白外露，细节安排不周到，刻意煽情；太情节缺乏深度，除了亲情尚有力度，其余都是苍白的怀旧。,2010-06-15 13:54:27
3792799,吴慢慢,5,“在变幻的生命里， 岁月，原是最大的小偷。”我喜欢这种褪色的温情脉脉。,2010-03-12 13:42:48
3792799,あおい,4,全放映室的大叔大哥都在抹眼泪，更别说女生了，这电影点了香港人的泪穴,2010-03-14 23:46:50
3792799,比多,2,我们的眼泪到底有多廉价？,2010-04-24 23:04:26
3792799,喜觀,5,"人生总是一日难，一日佳。
过去的总归是好日子。",2010-03-19 12:54:46
3792799,少言,5,如果你觉得只要电影里有人得白血病那么这部电影就是烂片的话，你不就不要看这部片了。,2010-04-12 22:24:56
3792799,昏金暗玉,5,它讲述了一个前途光明的年轻人死于绝症的故事……煽情处是编剧精准计算的，但小孩子的演绎天然发挥让煽情真实好多。黄金一样的色调和过去情怀，其实不需要死亡也可以表现出岁月流逝的伤感和来日可追的信心。,2010-04-02 17:38:49
3792799,sasasasa,4,并未洗净铅华，却用最自然的从容令人动容,2010-03-20 19:30:48
25724855,Fay Kellum,5,电影开场一个半小时：卧槽原来这孩子是男的！！！,2015-10-20 13:15:26
25724855,沉歌,4,小演员没提名最佳男主角，一定是为了把小金人让给莱奥纳多。,2016-02-21 03:01:03
